year,make,model,trim,body,market,function_key,location_hint,tech,bulb_code,base,qty,serviceable,notes,source_1,source_2,confidence
1984,Subaru,Rex,Standard (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
1984,Subaru,Rex,Standard (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1984,Subaru,Rex,Standard (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,BRAT,Base (US),Pickup,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,Sylvania,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,headlight_high,Headlamp Housing,sealed_beam,H4651,,2,true,Rectangular Sealed Beam High (4-Lamp System),Owner's Manual,Sylvania,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,headlight_low,Headlamp Housing,sealed_beam,H4656,,2,true,Rectangular Sealed Beam Low (4-Lamp System),Owner's Manual,Sylvania,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,license_plate,Trunk/Bumper,bulb,67,G-6,2,true,,Owner's Manual,Wagner,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,Sylvania,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,Sylvania,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,Sylvania,high
1985,Subaru,BRAT,Base (US),Pickup,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,Dorman,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,headlight_high,Headlamp Housing,sealed_beam,H4651,,2,true,Rectangular Sealed Beam High (4-Lamp System),Owner's Manual,AutoZone,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,headlight_low,Headlamp Housing,sealed_beam,H4656,,2,true,Rectangular Sealed Beam Low (4-Lamp System),Owner's Manual,AutoZone,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,license_plate,Trunk/Bumper,bulb,194,W2.1x9.5d,2,true,,Owner's Manual,Dorman,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,AutoZone,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,AutoZone,high
1985,Subaru,GL,Wagon (US),Wagon,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,headlight_high,Headlamp Housing,sealed_beam,H4651,,2,true,Rectangular Sealed Beam High (4-Lamp System),Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,headlight_low,Headlamp Housing,sealed_beam,H4656,,2,true,Rectangular Sealed Beam Low (4-Lamp System),Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,license_plate,Trunk/Bumper,bulb,194,W2.1x9.5d,2,true,,Owner's Manual,Dorman,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,AutoZone,high
1985,Subaru,GL-10,Turbo (US),Wagon,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,AutoZone,high
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Justy,4WD (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Justy,J (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Justy,JL (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Rex,4WD (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,license_plate,Bumper,bulb,168,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,1,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,third_brake,Rear Glass,bulb,921,W2.1x9.5d,1,true,,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,turn_front,Bumper,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,Rex,Standard (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1985,Subaru,XT,DL (US),Coupe,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoBulbsDirect,high
1985,Subaru,XT,DL (US),Coupe,USDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,Owner's Manual,AutoBulbsDirect,high
1985,Subaru,XT,DL (US),Coupe,USDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,Owner's Manual,AutoBulbsDirect,high
1985,Subaru,XT,DL (US),Coupe,USDM,license_plate,Trunk/Bumper,bulb,194,W2.1x9.5d,2,true,,Owner's Manual,Dorman,high
1985,Subaru,XT,DL (US),Coupe,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,AutoBulbsDirect,high
1985,Subaru,XT,DL (US),Coupe,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoBulbsDirect,high
1985,Subaru,XT,DL (US),Coupe,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,AutoBulbsDirect,high
1985,Subaru,XT,DL (US),Coupe,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,AutoBulbsDirect,high
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,BRAT,Base (US),Pickup,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,Sylvania,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,headlight_high,Headlamp Housing,sealed_beam,H4651,,2,true,Rectangular Sealed Beam High (4-Lamp System),Owner's Manual,Sylvania,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,headlight_low,Headlamp Housing,sealed_beam,H4656,,2,true,Rectangular Sealed Beam Low (4-Lamp System),Owner's Manual,Sylvania,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,license_plate,Trunk/Bumper,bulb,67,G-6,2,true,,Owner's Manual,Wagner,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,Sylvania,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,Sylvania,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,Sylvania,high
1986,Subaru,BRAT,Base (US),Pickup,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,Dorman,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,headlight_high,Headlamp Housing,sealed_beam,H4651,,2,true,Rectangular Sealed Beam High (4-Lamp System),Owner's Manual,AutoZone,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,headlight_low,Headlamp Housing,sealed_beam,H4656,,2,true,Rectangular Sealed Beam Low (4-Lamp System),Owner's Manual,AutoZone,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,license_plate,Trunk/Bumper,bulb,194,W2.1x9.5d,2,true,,Owner's Manual,Dorman,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,AutoZone,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,AutoZone,high
1986,Subaru,GL,Wagon (US),Wagon,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,headlight_high,Headlamp Housing,sealed_beam,H4651,,2,true,Rectangular Sealed Beam High (4-Lamp System),Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,headlight_low,Headlamp Housing,sealed_beam,H4656,,2,true,Rectangular Sealed Beam Low (4-Lamp System),Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,license_plate,Trunk/Bumper,bulb,194,W2.1x9.5d,2,true,,Owner's Manual,Dorman,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,turn_front,Bumper,bulb,1157,BAY15d,2,true,Park/Turn,Owner's Manual,AutoZone,high
1986,Subaru,GL-10,Turbo (US),Wagon,USDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,Owner's Manual,AutoZone,high
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Justy,4WD (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Justy,J (JDM),Hatchback,JDM,turn_rear,Rear Combo Lamp,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,brake,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,headlight_high,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,headlight_low,Headlamp Housing,bulb,H4 (9003),P43t,2,true,Dual filament,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,license_plate,Trunk/Bumper,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,parking_position_front,Corner Lamp,bulb,168,W2.1x9.5d,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,reverse,Rear Combo Lamp,bulb,1156,BA15s,2,true,,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,tail,Rear Combo Lamp,bulb,1157,BAY15d,2,true,Stop/Tail,JDM FSM,JDM specs,medium
1986,Subaru,Justy,JL (JDM),Hatchback,JDM,turn_front,Bumper/Corner,bulb,1156,BA15s,2,true,Amber,JDM FSM,JDM specs,medium
