year,make,model,trim,body,market,headlight_low,headlight_high,parking,turn_front,side_marker_front,drl,fog_front,cornering,turn_mirror,turn_fender,tail,brake,turn_rear,reverse,license_plate,high_mount_stop,rear_fog,side_marker_rear,turn_bumper,brake_trunk,reverse_trunk,dome,map,rear_map,cargo,trunk,glovebox,vanity,door_courtesy,footwell,step_courtesy,ignition_ring,center_console,shifter,ambient,cluster,hvac,radio,switch_bank,source_1,source_2,confidence
1986,Subaru,Rex,4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1986,Subaru,Rex,Standard (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1986,Subaru,Rex,VX (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1986,Subaru,Rex,VX Supercharger (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1986,Subaru,XT,GL (US),Coupe,USDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1987,Subaru,Alcyone,VR (JDM),Coupe,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,BRAT,Base (US),Pickup,USDM,H4656||2|sealed_beam|true,H4651||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,67|G-6|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1987,Subaru,GL,Wagon (US),Wagon,USDM,H4656||2|sealed_beam|true,H4651||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1987,Subaru,GL-10,Turbo (US),Hatchback,USDM,unknown,unknown,unknown,unknown,unknown,n/a,n/a,n/a,n/a,n/a,unknown,unknown,unknown,unknown,unknown,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Justy,4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Justy,DL (US),Hatchback,USDM,H6054||2|sealed_beam|true,H6054||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1987,Subaru,Justy,J (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Justy,JL (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Rex,4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Rex,Standard (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Rex,VX (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,Rex,VX Supercharger (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1987,Subaru,XT,GL (US),Coupe,USDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1988,Subaru,Alcyone,VR (JDM),Coupe,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,GL,Wagon (US),Wagon,USDM,H4656||2|sealed_beam|true,H4651||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1988,Subaru,GL-10,Turbo (US),Hatchback,USDM,unknown,unknown,unknown,unknown,unknown,n/a,n/a,n/a,n/a,n/a,unknown,unknown,unknown,unknown,unknown,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Justy,4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Justy,DL (US),Hatchback,USDM,H6054||2|sealed_beam|true,H6054||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1988,Subaru,Justy,J (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Justy,JL (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Justy,RS (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Rex,4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Rex,Standard (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Rex,VX (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,Rex,VX Supercharger (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1988,Subaru,XT,GL (US),Coupe,USDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1988,Subaru,XT6,Base (US),Coupe,USDM,H6054||2|sealed_beam|true,H6054||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
1989,Subaru,Alcyone,VR (JDM),Coupe,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1989,Subaru,Alcyone,VR-II (JDM),Coupe,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,unknown,1156|BA15s|2|bulb|true,n/a,n/a,n/a,n/a,n/a,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,unknown,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,medium
1989,Subaru,GL,Wagon (US),Wagon,USDM,H4656||2|sealed_beam|true,H4651||2|sealed_beam|true,unknown,1157|BAY15d|2|bulb|true,unknown,n/a,n/a,n/a,n/a,n/a,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,194|W2.1x9.5d|2|bulb|true,921|W3x16d|1|bulb|true,n/a,unknown,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,194|W2.1x9.5d|2|bulb|true,n/a,DE3175|31mm Festoon|1|bulb|true,n/a,74|T5|1|bulb|true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Generic,,high
